encoder_embed_dim,encoder_layer_num,encoder_ffn_embed_dim_0,encoder_ffn_embed_dim_1,encoder_ffn_embed_dim_2,encoder_ffn_embed_dim_3,encoder_ffn_embed_dim_4,encoder_ffn_embed_dim_5,encoder_ffn_embed_dim_6,encoder_ffn_embed_dim_7,encoder_ffn_embed_dim_8,encoder_ffn_embed_dim_9,encoder_ffn_embed_dim_10,encoder_ffn_embed_dim_11,encoder_self_attention_heads_0,encoder_self_attention_heads_1,encoder_self_attention_heads_2,encoder_self_attention_heads_3,encoder_self_attention_heads_4,encoder_self_attention_heads_5,encoder_self_attention_heads_6,encoder_self_attention_heads_7,encoder_self_attention_heads_8,encoder_self_attention_heads_9,encoder_self_attention_heads_10,encoder_self_attention_heads_11,latency,temp
768.0,8.0,2048.0,512.0,2048.0,3072.0,2048.0,3072.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,12.0,2.0,4.0,6.0,8.0,2.0,8.0,12.0,-1.0,-1.0,-1.0,-1.0,1.9777965087890625,59.0
768.0,8.0,2048.0,512.0,2048.0,3072.0,2048.0,3072.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,12.0,2.0,4.0,6.0,8.0,2.0,8.0,12.0,-1.0,-1.0,-1.0,-1.0,1.8592613525390624,60.0
768.0,8.0,2048.0,512.0,2048.0,3072.0,2048.0,3072.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,12.0,2.0,4.0,6.0,8.0,2.0,8.0,12.0,-1.0,-1.0,-1.0,-1.0,1.9325328369140624,61.0
768.0,8.0,2048.0,512.0,2048.0,3072.0,2048.0,3072.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,12.0,2.0,4.0,6.0,8.0,2.0,8.0,12.0,-1.0,-1.0,-1.0,-1.0,1.8796773681640624,61.0
768.0,8.0,2048.0,512.0,2048.0,3072.0,2048.0,3072.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,12.0,2.0,4.0,6.0,8.0,2.0,8.0,12.0,-1.0,-1.0,-1.0,-1.0,1.9098565673828125,61.0
768.0,8.0,2048.0,512.0,2048.0,3072.0,2048.0,3072.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,12.0,2.0,4.0,6.0,8.0,2.0,8.0,12.0,-1.0,-1.0,-1.0,-1.0,1.8654962158203126,62.0
768.0,8.0,2048.0,512.0,2048.0,3072.0,2048.0,3072.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,12.0,2.0,4.0,6.0,8.0,2.0,8.0,12.0,-1.0,-1.0,-1.0,-1.0,1.9145545654296876,62.0
768.0,8.0,2048.0,512.0,2048.0,3072.0,2048.0,3072.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,12.0,2.0,4.0,6.0,8.0,2.0,8.0,12.0,-1.0,-1.0,-1.0,-1.0,1.8820928955078124,63.0
768.0,8.0,2048.0,512.0,2048.0,3072.0,2048.0,3072.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,12.0,2.0,4.0,6.0,8.0,2.0,8.0,12.0,-1.0,-1.0,-1.0,-1.0,2.207390869140625,63.0
768.0,8.0,2048.0,512.0,2048.0,3072.0,2048.0,3072.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,12.0,2.0,4.0,6.0,8.0,2.0,8.0,12.0,-1.0,-1.0,-1.0,-1.0,2.388337890625,63.0
768.0,8.0,2048.0,512.0,2048.0,3072.0,2048.0,3072.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,12.0,2.0,4.0,6.0,8.0,2.0,8.0,12.0,-1.0,-1.0,-1.0,-1.0,2.333870361328125,64.0
768.0,8.0,2048.0,512.0,2048.0,3072.0,2048.0,3072.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,12.0,2.0,4.0,6.0,8.0,2.0,8.0,12.0,-1.0,-1.0,-1.0,-1.0,2.236498779296875,64.0
768.0,8.0,2048.0,512.0,2048.0,3072.0,2048.0,3072.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,12.0,2.0,4.0,6.0,8.0,2.0,8.0,12.0,-1.0,-1.0,-1.0,-1.0,2.357392333984375,64.0
768.0,8.0,2048.0,512.0,2048.0,3072.0,2048.0,3072.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,12.0,2.0,4.0,6.0,8.0,2.0,8.0,12.0,-1.0,-1.0,-1.0,-1.0,2.403402099609375,65.0
768.0,8.0,2048.0,512.0,2048.0,3072.0,2048.0,3072.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,12.0,2.0,4.0,6.0,8.0,2.0,8.0,12.0,-1.0,-1.0,-1.0,-1.0,2.067598876953125,65.0
768.0,8.0,2048.0,512.0,2048.0,3072.0,2048.0,3072.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,12.0,2.0,4.0,6.0,8.0,2.0,8.0,12.0,-1.0,-1.0,-1.0,-1.0,1.888479248046875,65.0
768.0,8.0,2048.0,512.0,2048.0,3072.0,2048.0,3072.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,12.0,2.0,4.0,6.0,8.0,2.0,8.0,12.0,-1.0,-1.0,-1.0,-1.0,1.8636064453125,65.0
768.0,8.0,2048.0,512.0,2048.0,3072.0,2048.0,3072.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,12.0,2.0,4.0,6.0,8.0,2.0,8.0,12.0,-1.0,-1.0,-1.0,-1.0,1.9178905029296875,65.0
768.0,8.0,2048.0,512.0,2048.0,3072.0,2048.0,3072.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,12.0,2.0,4.0,6.0,8.0,2.0,8.0,12.0,-1.0,-1.0,-1.0,-1.0,1.8900321044921875,65.0
768.0,8.0,2048.0,512.0,2048.0,3072.0,2048.0,3072.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,12.0,2.0,4.0,6.0,8.0,2.0,8.0,12.0,-1.0,-1.0,-1.0,-1.0,2.0388548583984374,65.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,1.953322021484375,65.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,1.9431981201171875,66.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,1.9596773681640625,66.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,1.9598861083984376,66.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,1.9201978759765626,66.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,2.620591796875,66.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,2.451249755859375,67.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,2.911224853515625,67.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,2.400920654296875,66.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,2.454602294921875,67.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,2.550279052734375,67.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,2.51208203125,67.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,2.5938291015625,67.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,2.455252197265625,67.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,2.582727294921875,67.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,2.55909814453125,67.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,2.58817431640625,67.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,2.554373046875,67.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,1.967800537109375,67.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,1.951749267578125,67.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,1.966025634765625,67.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,2.076353515625,67.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,1.8978839111328125,67.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,1.946866455078125,67.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,1.968748291015625,67.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,1.96486328125,67.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,2.05620263671875,67.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,1.97962890625,67.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,1.996171875,67.0
600.0,12.0,2048.0,1024.0,3072.0,2048.0,1024.0,512.0,2048.0,3072.0,1024.0,1024.0,1024.0,512.0,10.0,8.0,6.0,2.0,4.0,10.0,8.0,4.0,12.0,8.0,2.0,4.0,1.9954737548828125,67.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,1.8273896484375,67.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,1.820864990234375,67.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,2.428919921875,67.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,2.37031591796875,67.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,2.376090087890625,67.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,2.826757568359375,67.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,2.445497802734375,67.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,1.8553658447265624,66.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,1.8341776123046876,67.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,1.8475257568359376,66.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,1.8427720947265624,66.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,1.8153612060546875,66.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,2.7010400390625,67.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,2.19878076171875,67.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,2.227330322265625,66.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,2.83234033203125,67.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,2.173159912109375,66.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,2.322802001953125,66.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,2.32218994140625,66.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,2.276357177734375,67.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,2.262319580078125,66.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,1.8710745849609376,66.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,1.8369061279296874,66.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,1.8480361328125,66.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,1.8421375732421874,66.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,1.8435419921875,66.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,1.822122314453125,66.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,1.8417230224609376,66.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,1.8050155029296875,66.0
540.0,10.0,512.0,3072.0,1024.0,1024.0,3072.0,1024.0,3072.0,2048.0,1024.0,512.0,-1.0,-1.0,12.0,6.0,10.0,6.0,2.0,10.0,4.0,12.0,6.0,10.0,-1.0,-1.0,1.829173095703125,66.0
480.0,8.0,512.0,1024.0,1024.0,1024.0,1024.0,512.0,1024.0,512.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,10.0,6.0,8.0,12.0,4.0,12.0,-1.0,-1.0,-1.0,-1.0,1.6173751220703125,66.0
480.0,8.0,512.0,1024.0,1024.0,1024.0,1024.0,512.0,1024.0,512.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,10.0,6.0,8.0,12.0,4.0,12.0,-1.0,-1.0,-1.0,-1.0,1.5954342041015626,66.0
480.0,8.0,512.0,1024.0,1024.0,1024.0,1024.0,512.0,1024.0,512.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,10.0,6.0,8.0,12.0,4.0,12.0,-1.0,-1.0,-1.0,-1.0,1.5637425537109375,65.0
480.0,8.0,512.0,1024.0,1024.0,1024.0,1024.0,512.0,1024.0,512.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,10.0,6.0,8.0,12.0,4.0,12.0,-1.0,-1.0,-1.0,-1.0,1.5982247314453124,65.0
480.0,8.0,512.0,1024.0,1024.0,1024.0,1024.0,512.0,1024.0,512.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,10.0,6.0,8.0,12.0,4.0,12.0,-1.0,-1.0,-1.0,-1.0,1.65564404296875,64.0
480.0,8.0,512.0,1024.0,1024.0,1024.0,1024.0,512.0,1024.0,512.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,10.0,6.0,8.0,12.0,4.0,12.0,-1.0,-1.0,-1.0,-1.0,1.628961669921875,63.0
480.0,8.0,512.0,1024.0,1024.0,1024.0,1024.0,512.0,1024.0,512.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,10.0,6.0,8.0,12.0,4.0,12.0,-1.0,-1.0,-1.0,-1.0,1.6192916259765624,63.0
480.0,8.0,512.0,1024.0,1024.0,1024.0,1024.0,512.0,1024.0,512.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,10.0,6.0,8.0,12.0,4.0,12.0,-1.0,-1.0,-1.0,-1.0,1.627886474609375,62.0
480.0,8.0,512.0,1024.0,1024.0,1024.0,1024.0,512.0,1024.0,512.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,10.0,6.0,8.0,12.0,4.0,12.0,-1.0,-1.0,-1.0,-1.0,1.7411904296875,62.0
480.0,8.0,512.0,1024.0,1024.0,1024.0,1024.0,512.0,1024.0,512.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,10.0,6.0,8.0,12.0,4.0,12.0,-1.0,-1.0,-1.0,-1.0,1.6259853515625,61.0
480.0,8.0,512.0,1024.0,1024.0,1024.0,1024.0,512.0,1024.0,512.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,10.0,6.0,8.0,12.0,4.0,12.0,-1.0,-1.0,-1.0,-1.0,1.6180615234375,61.0
480.0,8.0,512.0,1024.0,1024.0,1024.0,1024.0,512.0,1024.0,512.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,10.0,6.0,8.0,12.0,4.0,12.0,-1.0,-1.0,-1.0,-1.0,1.6186317138671875,61.0
480.0,8.0,512.0,1024.0,1024.0,1024.0,1024.0,512.0,1024.0,512.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,10.0,6.0,8.0,12.0,4.0,12.0,-1.0,-1.0,-1.0,-1.0,1.5917637939453124,60.0
