encoder_embed_dim,encoder_layer_num,encoder_ffn_embed_dim_0,encoder_ffn_embed_dim_1,encoder_ffn_embed_dim_2,encoder_ffn_embed_dim_3,encoder_ffn_embed_dim_4,encoder_ffn_embed_dim_5,encoder_ffn_embed_dim_6,encoder_ffn_embed_dim_7,encoder_ffn_embed_dim_8,encoder_ffn_embed_dim_9,encoder_ffn_embed_dim_10,encoder_ffn_embed_dim_11,encoder_self_attention_heads_0,encoder_self_attention_heads_1,encoder_self_attention_heads_2,encoder_self_attention_heads_3,encoder_self_attention_heads_4,encoder_self_attention_heads_5,encoder_self_attention_heads_6,encoder_self_attention_heads_7,encoder_self_attention_heads_8,encoder_self_attention_heads_9,encoder_self_attention_heads_10,encoder_self_attention_heads_11,latency,temp
540.0,12.0,1024.0,3072.0,3072.0,3072.0,512.0,512.0,2048.0,2048.0,2048.0,3072.0,512.0,1024.0,2.0,2.0,2.0,4.0,4.0,6.0,10.0,6.0,10.0,4.0,2.0,2.0,9.8251181640625,32.0
600.0,6.0,2048.0,1024.0,512.0,512.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,10.0,12.0,2.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.19109765625,28.0
600.0,6.0,2048.0,1024.0,512.0,512.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,10.0,12.0,2.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0286669921875,31.0
600.0,6.0,2048.0,1024.0,512.0,512.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,10.0,12.0,2.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.9925849609375,31.0
600.0,6.0,2048.0,1024.0,512.0,512.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,10.0,12.0,2.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.27795458984375,31.0
600.0,6.0,2048.0,1024.0,512.0,512.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,10.0,12.0,2.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.369748046875,30.0
600.0,12.0,2048.0,3072.0,512.0,512.0,512.0,512.0,512.0,512.0,2048.0,512.0,2048.0,512.0,2.0,10.0,6.0,10.0,8.0,4.0,10.0,2.0,10.0,12.0,12.0,12.0,8.885150390625,27.0
600.0,12.0,2048.0,3072.0,512.0,512.0,512.0,512.0,512.0,512.0,2048.0,512.0,2048.0,512.0,2.0,10.0,6.0,10.0,8.0,4.0,10.0,2.0,10.0,12.0,12.0,12.0,9.1061123046875,31.0
600.0,12.0,2048.0,3072.0,512.0,512.0,512.0,512.0,512.0,512.0,2048.0,512.0,2048.0,512.0,2.0,10.0,6.0,10.0,8.0,4.0,10.0,2.0,10.0,12.0,12.0,12.0,9.2068125,31.0
600.0,12.0,2048.0,3072.0,512.0,512.0,512.0,512.0,512.0,512.0,2048.0,512.0,2048.0,512.0,2.0,10.0,6.0,10.0,8.0,4.0,10.0,2.0,10.0,12.0,12.0,12.0,9.7155830078125,32.0
600.0,12.0,2048.0,3072.0,512.0,512.0,512.0,512.0,512.0,512.0,2048.0,512.0,2048.0,512.0,2.0,10.0,6.0,10.0,8.0,4.0,10.0,2.0,10.0,12.0,12.0,12.0,9.3008359375,30.0
480.0,8.0,3072.0,1024.0,1024.0,1024.0,2048.0,1024.0,3072.0,2048.0,-1.0,-1.0,-1.0,-1.0,8.0,12.0,10.0,6.0,2.0,10.0,6.0,6.0,-1.0,-1.0,-1.0,-1.0,6.95434326171875,28.0
480.0,8.0,3072.0,1024.0,1024.0,1024.0,2048.0,1024.0,3072.0,2048.0,-1.0,-1.0,-1.0,-1.0,8.0,12.0,10.0,6.0,2.0,10.0,6.0,6.0,-1.0,-1.0,-1.0,-1.0,6.59689892578125,32.0
480.0,8.0,3072.0,1024.0,1024.0,1024.0,2048.0,1024.0,3072.0,2048.0,-1.0,-1.0,-1.0,-1.0,8.0,12.0,10.0,6.0,2.0,10.0,6.0,6.0,-1.0,-1.0,-1.0,-1.0,6.73200341796875,32.0
480.0,8.0,3072.0,1024.0,1024.0,1024.0,2048.0,1024.0,3072.0,2048.0,-1.0,-1.0,-1.0,-1.0,8.0,12.0,10.0,6.0,2.0,10.0,6.0,6.0,-1.0,-1.0,-1.0,-1.0,6.5182177734375,32.0
480.0,8.0,3072.0,1024.0,1024.0,1024.0,2048.0,1024.0,3072.0,2048.0,-1.0,-1.0,-1.0,-1.0,8.0,12.0,10.0,6.0,2.0,10.0,6.0,6.0,-1.0,-1.0,-1.0,-1.0,6.41223876953125,35.0
768.0,8.0,1024.0,2048.0,2048.0,1024.0,3072.0,3072.0,2048.0,1024.0,-1.0,-1.0,-1.0,-1.0,12.0,6.0,2.0,12.0,4.0,8.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,9.589619140625,27.0
768.0,8.0,1024.0,2048.0,2048.0,1024.0,3072.0,3072.0,2048.0,1024.0,-1.0,-1.0,-1.0,-1.0,12.0,6.0,2.0,12.0,4.0,8.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,9.5258876953125,34.0
768.0,8.0,1024.0,2048.0,2048.0,1024.0,3072.0,3072.0,2048.0,1024.0,-1.0,-1.0,-1.0,-1.0,12.0,6.0,2.0,12.0,4.0,8.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,9.6249541015625,35.0
768.0,8.0,1024.0,2048.0,2048.0,1024.0,3072.0,3072.0,2048.0,1024.0,-1.0,-1.0,-1.0,-1.0,12.0,6.0,2.0,12.0,4.0,8.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,9.846630859375,34.0
768.0,8.0,1024.0,2048.0,2048.0,1024.0,3072.0,3072.0,2048.0,1024.0,-1.0,-1.0,-1.0,-1.0,12.0,6.0,2.0,12.0,4.0,8.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,9.87580859375,33.0
540.0,10.0,1024.0,2048.0,512.0,2048.0,3072.0,1024.0,3072.0,3072.0,2048.0,1024.0,-1.0,-1.0,2.0,12.0,10.0,4.0,2.0,2.0,10.0,10.0,2.0,6.0,-1.0,-1.0,8.5808271484375,29.0
540.0,10.0,1024.0,2048.0,512.0,2048.0,3072.0,1024.0,3072.0,3072.0,2048.0,1024.0,-1.0,-1.0,2.0,12.0,10.0,4.0,2.0,2.0,10.0,10.0,2.0,6.0,-1.0,-1.0,8.2755244140625,33.0
540.0,10.0,1024.0,2048.0,512.0,2048.0,3072.0,1024.0,3072.0,3072.0,2048.0,1024.0,-1.0,-1.0,2.0,12.0,10.0,4.0,2.0,2.0,10.0,10.0,2.0,6.0,-1.0,-1.0,8.300048828125,33.0
540.0,10.0,1024.0,2048.0,512.0,2048.0,3072.0,1024.0,3072.0,3072.0,2048.0,1024.0,-1.0,-1.0,2.0,12.0,10.0,4.0,2.0,2.0,10.0,10.0,2.0,6.0,-1.0,-1.0,8.7607373046875,31.0
540.0,10.0,1024.0,2048.0,512.0,2048.0,3072.0,1024.0,3072.0,3072.0,2048.0,1024.0,-1.0,-1.0,2.0,12.0,10.0,4.0,2.0,2.0,10.0,10.0,2.0,6.0,-1.0,-1.0,8.5739677734375,35.0
768.0,6.0,3072.0,1024.0,1024.0,3072.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,2.0,12.0,2.0,12.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.9466923828125,28.0
768.0,6.0,3072.0,1024.0,1024.0,3072.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,2.0,12.0,2.0,12.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.89773291015625,32.0
768.0,6.0,3072.0,1024.0,1024.0,3072.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,2.0,12.0,2.0,12.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.02058544921875,33.0
768.0,6.0,3072.0,1024.0,1024.0,3072.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,2.0,12.0,2.0,12.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0100302734375,31.0
768.0,6.0,3072.0,1024.0,1024.0,3072.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,2.0,12.0,2.0,12.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.870208984375,31.0
768.0,8.0,2048.0,2048.0,2048.0,3072.0,1024.0,2048.0,3072.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,12.0,6.0,4.0,6.0,12.0,-1.0,-1.0,-1.0,-1.0,10.6180810546875,28.0
768.0,8.0,2048.0,2048.0,2048.0,3072.0,1024.0,2048.0,3072.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,12.0,6.0,4.0,6.0,12.0,-1.0,-1.0,-1.0,-1.0,10.178771484375,33.0
768.0,8.0,2048.0,2048.0,2048.0,3072.0,1024.0,2048.0,3072.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,12.0,6.0,4.0,6.0,12.0,-1.0,-1.0,-1.0,-1.0,10.526232421875,32.0
768.0,8.0,2048.0,2048.0,2048.0,3072.0,1024.0,2048.0,3072.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,12.0,6.0,4.0,6.0,12.0,-1.0,-1.0,-1.0,-1.0,10.4056689453125,34.0
768.0,8.0,2048.0,2048.0,2048.0,3072.0,1024.0,2048.0,3072.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,12.0,6.0,4.0,6.0,12.0,-1.0,-1.0,-1.0,-1.0,10.412513671875,32.0
768.0,12.0,3072.0,3072.0,1024.0,3072.0,3072.0,512.0,1024.0,2048.0,3072.0,2048.0,512.0,1024.0,12.0,8.0,4.0,6.0,6.0,6.0,2.0,12.0,12.0,2.0,6.0,12.0,13.5962353515625,28.0
768.0,12.0,3072.0,3072.0,1024.0,3072.0,3072.0,512.0,1024.0,2048.0,3072.0,2048.0,512.0,1024.0,12.0,8.0,4.0,6.0,6.0,6.0,2.0,12.0,12.0,2.0,6.0,12.0,13.440384765625,34.0
768.0,12.0,3072.0,3072.0,1024.0,3072.0,3072.0,512.0,1024.0,2048.0,3072.0,2048.0,512.0,1024.0,12.0,8.0,4.0,6.0,6.0,6.0,2.0,12.0,12.0,2.0,6.0,12.0,13.285529296875,34.0
768.0,12.0,3072.0,3072.0,1024.0,3072.0,3072.0,512.0,1024.0,2048.0,3072.0,2048.0,512.0,1024.0,12.0,8.0,4.0,6.0,6.0,6.0,2.0,12.0,12.0,2.0,6.0,12.0,13.0069755859375,34.0
768.0,12.0,3072.0,3072.0,1024.0,3072.0,3072.0,512.0,1024.0,2048.0,3072.0,2048.0,512.0,1024.0,12.0,8.0,4.0,6.0,6.0,6.0,2.0,12.0,12.0,2.0,6.0,12.0,13.3617138671875,32.0
540.0,10.0,512.0,1024.0,3072.0,1024.0,3072.0,1024.0,2048.0,3072.0,512.0,512.0,-1.0,-1.0,4.0,2.0,12.0,12.0,10.0,2.0,4.0,4.0,2.0,10.0,-1.0,-1.0,7.9175341796875,29.0
540.0,10.0,512.0,1024.0,3072.0,1024.0,3072.0,1024.0,2048.0,3072.0,512.0,512.0,-1.0,-1.0,4.0,2.0,12.0,12.0,10.0,2.0,4.0,4.0,2.0,10.0,-1.0,-1.0,8.1950263671875,32.0
540.0,10.0,512.0,1024.0,3072.0,1024.0,3072.0,1024.0,2048.0,3072.0,512.0,512.0,-1.0,-1.0,4.0,2.0,12.0,12.0,10.0,2.0,4.0,4.0,2.0,10.0,-1.0,-1.0,8.03064306640625,33.0
540.0,10.0,512.0,1024.0,3072.0,1024.0,3072.0,1024.0,2048.0,3072.0,512.0,512.0,-1.0,-1.0,4.0,2.0,12.0,12.0,10.0,2.0,4.0,4.0,2.0,10.0,-1.0,-1.0,8.540033203125,32.0
540.0,10.0,512.0,1024.0,3072.0,1024.0,3072.0,1024.0,2048.0,3072.0,512.0,512.0,-1.0,-1.0,4.0,2.0,12.0,12.0,10.0,2.0,4.0,4.0,2.0,10.0,-1.0,-1.0,8.026392578125,32.0
768.0,10.0,3072.0,512.0,3072.0,1024.0,2048.0,1024.0,1024.0,3072.0,2048.0,1024.0,-1.0,-1.0,8.0,6.0,4.0,2.0,4.0,6.0,2.0,8.0,12.0,6.0,-1.0,-1.0,11.2800888671875,28.0
768.0,10.0,3072.0,512.0,3072.0,1024.0,2048.0,1024.0,1024.0,3072.0,2048.0,1024.0,-1.0,-1.0,8.0,6.0,4.0,2.0,4.0,6.0,2.0,8.0,12.0,6.0,-1.0,-1.0,10.7393369140625,35.0
768.0,10.0,3072.0,512.0,3072.0,1024.0,2048.0,1024.0,1024.0,3072.0,2048.0,1024.0,-1.0,-1.0,8.0,6.0,4.0,2.0,4.0,6.0,2.0,8.0,12.0,6.0,-1.0,-1.0,11.064990234375,36.0
768.0,10.0,3072.0,512.0,3072.0,1024.0,2048.0,1024.0,1024.0,3072.0,2048.0,1024.0,-1.0,-1.0,8.0,6.0,4.0,2.0,4.0,6.0,2.0,8.0,12.0,6.0,-1.0,-1.0,11.40748046875,32.0
768.0,10.0,3072.0,512.0,3072.0,1024.0,2048.0,1024.0,1024.0,3072.0,2048.0,1024.0,-1.0,-1.0,8.0,6.0,4.0,2.0,4.0,6.0,2.0,8.0,12.0,6.0,-1.0,-1.0,10.8322236328125,33.0
768.0,10.0,3072.0,512.0,3072.0,512.0,2048.0,512.0,3072.0,1024.0,3072.0,1024.0,-1.0,-1.0,8.0,12.0,2.0,4.0,12.0,4.0,2.0,6.0,4.0,4.0,-1.0,-1.0,11.6611748046875,28.0
768.0,10.0,3072.0,512.0,3072.0,512.0,2048.0,512.0,3072.0,1024.0,3072.0,1024.0,-1.0,-1.0,8.0,12.0,2.0,4.0,12.0,4.0,2.0,6.0,4.0,4.0,-1.0,-1.0,11.9033564453125,32.0
768.0,10.0,3072.0,512.0,3072.0,512.0,2048.0,512.0,3072.0,1024.0,3072.0,1024.0,-1.0,-1.0,8.0,12.0,2.0,4.0,12.0,4.0,2.0,6.0,4.0,4.0,-1.0,-1.0,11.561498046875,35.0
768.0,10.0,3072.0,512.0,3072.0,512.0,2048.0,512.0,3072.0,1024.0,3072.0,1024.0,-1.0,-1.0,8.0,12.0,2.0,4.0,12.0,4.0,2.0,6.0,4.0,4.0,-1.0,-1.0,11.908181640625,33.0
768.0,10.0,3072.0,512.0,3072.0,512.0,2048.0,512.0,3072.0,1024.0,3072.0,1024.0,-1.0,-1.0,8.0,12.0,2.0,4.0,12.0,4.0,2.0,6.0,4.0,4.0,-1.0,-1.0,11.2014658203125,33.0
540.0,6.0,2048.0,1024.0,1024.0,2048.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,4.0,6.0,10.0,12.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.33700146484375,28.0
540.0,6.0,2048.0,1024.0,1024.0,2048.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,4.0,6.0,10.0,12.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.04918896484375,33.0
540.0,6.0,2048.0,1024.0,1024.0,2048.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,4.0,6.0,10.0,12.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.85708837890625,32.0
540.0,6.0,2048.0,1024.0,1024.0,2048.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,4.0,6.0,10.0,12.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.01911474609375,32.0
540.0,6.0,2048.0,1024.0,1024.0,2048.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,4.0,6.0,10.0,12.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.83779541015625,35.0
768.0,6.0,512.0,3072.0,1024.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,4.0,8.0,2.0,2.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.12329638671875,26.0
768.0,6.0,512.0,3072.0,1024.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,4.0,8.0,2.0,2.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.05809619140625,31.0
768.0,6.0,512.0,3072.0,1024.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,4.0,8.0,2.0,2.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.33681982421875,30.0
768.0,6.0,512.0,3072.0,1024.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,4.0,8.0,2.0,2.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.880953125,31.0
768.0,6.0,512.0,3072.0,1024.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,4.0,8.0,2.0,2.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.27941015625,32.0
600.0,6.0,1024.0,1024.0,3072.0,3072.0,3072.0,512.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,6.0,4.0,6.0,8.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.6853251953125,27.0
600.0,6.0,1024.0,1024.0,3072.0,3072.0,3072.0,512.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,6.0,4.0,6.0,8.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.92773388671875,31.0
600.0,6.0,1024.0,1024.0,3072.0,3072.0,3072.0,512.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,6.0,4.0,6.0,8.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.65998046875,32.0
600.0,6.0,1024.0,1024.0,3072.0,3072.0,3072.0,512.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,6.0,4.0,6.0,8.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.57981640625,33.0
600.0,6.0,1024.0,1024.0,3072.0,3072.0,3072.0,512.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,6.0,4.0,6.0,8.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.84284521484375,32.0
600.0,6.0,512.0,1024.0,1024.0,512.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,12.0,2.0,10.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.54987109375,28.0
600.0,6.0,512.0,1024.0,1024.0,512.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,12.0,2.0,10.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.44359521484375,30.0
600.0,6.0,512.0,1024.0,1024.0,512.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,12.0,2.0,10.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.37636767578125,31.0
600.0,6.0,512.0,1024.0,1024.0,512.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,12.0,2.0,10.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.36797802734375,30.0
600.0,6.0,512.0,1024.0,1024.0,512.0,512.0,2048.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,12.0,2.0,10.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.4892646484375,30.0
600.0,6.0,3072.0,2048.0,2048.0,3072.0,2048.0,512.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,6.0,6.0,8.0,12.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.06662109375,27.0
600.0,6.0,3072.0,2048.0,2048.0,3072.0,2048.0,512.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,6.0,6.0,8.0,12.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.2383232421875,30.0
