encoder_embed_dim,encoder_layer_num,encoder_ffn_embed_dim_0,encoder_ffn_embed_dim_1,encoder_ffn_embed_dim_2,encoder_ffn_embed_dim_3,encoder_ffn_embed_dim_4,encoder_ffn_embed_dim_5,encoder_ffn_embed_dim_6,encoder_ffn_embed_dim_7,encoder_ffn_embed_dim_8,encoder_ffn_embed_dim_9,encoder_ffn_embed_dim_10,encoder_ffn_embed_dim_11,encoder_self_attention_heads_0,encoder_self_attention_heads_1,encoder_self_attention_heads_2,encoder_self_attention_heads_3,encoder_self_attention_heads_4,encoder_self_attention_heads_5,encoder_self_attention_heads_6,encoder_self_attention_heads_7,encoder_self_attention_heads_8,encoder_self_attention_heads_9,encoder_self_attention_heads_10,encoder_self_attention_heads_11,latency,temp
360.0,12.0,2048.0,512.0,512.0,3072.0,512.0,1024.0,3072.0,512.0,1024.0,512.0,3072.0,3072.0,4.0,4.0,6.0,2.0,2.0,10.0,8.0,10.0,4.0,4.0,10.0,2.0,5.27584130859375,38.0
360.0,8.0,1024.0,2048.0,512.0,1024.0,1024.0,3072.0,1024.0,3072.0,-1.0,-1.0,-1.0,-1.0,8.0,2.0,6.0,10.0,6.0,6.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,4.037358642578125,32.0
360.0,8.0,1024.0,2048.0,512.0,1024.0,1024.0,3072.0,1024.0,3072.0,-1.0,-1.0,-1.0,-1.0,8.0,2.0,6.0,10.0,6.0,6.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,4.017591064453125,38.0
360.0,8.0,1024.0,2048.0,512.0,1024.0,1024.0,3072.0,1024.0,3072.0,-1.0,-1.0,-1.0,-1.0,8.0,2.0,6.0,10.0,6.0,6.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,4.010826904296875,41.0
360.0,8.0,1024.0,2048.0,512.0,1024.0,1024.0,3072.0,1024.0,3072.0,-1.0,-1.0,-1.0,-1.0,8.0,2.0,6.0,10.0,6.0,6.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,3.90102734375,38.0
360.0,8.0,1024.0,2048.0,512.0,1024.0,1024.0,3072.0,1024.0,3072.0,-1.0,-1.0,-1.0,-1.0,8.0,2.0,6.0,10.0,6.0,6.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,3.955136474609375,39.0
600.0,8.0,3072.0,1024.0,3072.0,1024.0,3072.0,2048.0,2048.0,512.0,-1.0,-1.0,-1.0,-1.0,4.0,2.0,12.0,4.0,4.0,8.0,4.0,12.0,-1.0,-1.0,-1.0,-1.0,6.704546875,32.0
600.0,8.0,3072.0,1024.0,3072.0,1024.0,3072.0,2048.0,2048.0,512.0,-1.0,-1.0,-1.0,-1.0,4.0,2.0,12.0,4.0,4.0,8.0,4.0,12.0,-1.0,-1.0,-1.0,-1.0,6.68879248046875,40.0
600.0,8.0,3072.0,1024.0,3072.0,1024.0,3072.0,2048.0,2048.0,512.0,-1.0,-1.0,-1.0,-1.0,4.0,2.0,12.0,4.0,4.0,8.0,4.0,12.0,-1.0,-1.0,-1.0,-1.0,6.7163115234375,40.0
600.0,8.0,3072.0,1024.0,3072.0,1024.0,3072.0,2048.0,2048.0,512.0,-1.0,-1.0,-1.0,-1.0,4.0,2.0,12.0,4.0,4.0,8.0,4.0,12.0,-1.0,-1.0,-1.0,-1.0,6.43770166015625,41.0
600.0,8.0,3072.0,1024.0,3072.0,1024.0,3072.0,2048.0,2048.0,512.0,-1.0,-1.0,-1.0,-1.0,4.0,2.0,12.0,4.0,4.0,8.0,4.0,12.0,-1.0,-1.0,-1.0,-1.0,6.8190361328125,40.0
480.0,10.0,3072.0,2048.0,1024.0,1024.0,2048.0,512.0,512.0,512.0,3072.0,3072.0,-1.0,-1.0,4.0,10.0,4.0,4.0,10.0,12.0,12.0,12.0,4.0,2.0,-1.0,-1.0,6.207431640625,32.0
480.0,10.0,3072.0,2048.0,1024.0,1024.0,2048.0,512.0,512.0,512.0,3072.0,3072.0,-1.0,-1.0,4.0,10.0,4.0,4.0,10.0,12.0,12.0,12.0,4.0,2.0,-1.0,-1.0,6.17634814453125,41.0
480.0,10.0,3072.0,2048.0,1024.0,1024.0,2048.0,512.0,512.0,512.0,3072.0,3072.0,-1.0,-1.0,4.0,10.0,4.0,4.0,10.0,12.0,12.0,12.0,4.0,2.0,-1.0,-1.0,5.9873896484375,40.0
480.0,10.0,3072.0,2048.0,1024.0,1024.0,2048.0,512.0,512.0,512.0,3072.0,3072.0,-1.0,-1.0,4.0,10.0,4.0,4.0,10.0,12.0,12.0,12.0,4.0,2.0,-1.0,-1.0,6.03306396484375,40.0
480.0,10.0,3072.0,2048.0,1024.0,1024.0,2048.0,512.0,512.0,512.0,3072.0,3072.0,-1.0,-1.0,4.0,10.0,4.0,4.0,10.0,12.0,12.0,12.0,4.0,2.0,-1.0,-1.0,5.6800166015625,39.0
360.0,12.0,512.0,3072.0,3072.0,3072.0,1024.0,3072.0,512.0,3072.0,3072.0,1024.0,1024.0,512.0,6.0,4.0,12.0,4.0,2.0,8.0,8.0,12.0,12.0,6.0,2.0,12.0,6.07208349609375,32.0
360.0,12.0,512.0,3072.0,3072.0,3072.0,1024.0,3072.0,512.0,3072.0,3072.0,1024.0,1024.0,512.0,6.0,4.0,12.0,4.0,2.0,8.0,8.0,12.0,12.0,6.0,2.0,12.0,6.1340966796875,42.0
360.0,12.0,512.0,3072.0,3072.0,3072.0,1024.0,3072.0,512.0,3072.0,3072.0,1024.0,1024.0,512.0,6.0,4.0,12.0,4.0,2.0,8.0,8.0,12.0,12.0,6.0,2.0,12.0,6.21840185546875,40.0
360.0,12.0,512.0,3072.0,3072.0,3072.0,1024.0,3072.0,512.0,3072.0,3072.0,1024.0,1024.0,512.0,6.0,4.0,12.0,4.0,2.0,8.0,8.0,12.0,12.0,6.0,2.0,12.0,5.994134765625,42.0
360.0,12.0,512.0,3072.0,3072.0,3072.0,1024.0,3072.0,512.0,3072.0,3072.0,1024.0,1024.0,512.0,6.0,4.0,12.0,4.0,2.0,8.0,8.0,12.0,12.0,6.0,2.0,12.0,5.72725439453125,41.0
768.0,6.0,1024.0,2048.0,2048.0,512.0,3072.0,1024.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,4.0,6.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.12499267578125,32.0
768.0,6.0,1024.0,2048.0,2048.0,512.0,3072.0,1024.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,4.0,6.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.9992587890625,38.0
768.0,6.0,1024.0,2048.0,2048.0,512.0,3072.0,1024.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,4.0,6.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.155888671875,41.0
768.0,6.0,1024.0,2048.0,2048.0,512.0,3072.0,1024.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,4.0,6.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.12527392578125,42.0
768.0,6.0,1024.0,2048.0,2048.0,512.0,3072.0,1024.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,4.0,6.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.96373291015625,38.0
480.0,8.0,512.0,3072.0,2048.0,3072.0,3072.0,3072.0,3072.0,2048.0,-1.0,-1.0,-1.0,-1.0,4.0,8.0,2.0,8.0,6.0,8.0,8.0,6.0,-1.0,-1.0,-1.0,-1.0,6.31276220703125,33.0
480.0,8.0,512.0,3072.0,2048.0,3072.0,3072.0,3072.0,3072.0,2048.0,-1.0,-1.0,-1.0,-1.0,4.0,8.0,2.0,8.0,6.0,8.0,8.0,6.0,-1.0,-1.0,-1.0,-1.0,6.24569140625,39.0
480.0,8.0,512.0,3072.0,2048.0,3072.0,3072.0,3072.0,3072.0,2048.0,-1.0,-1.0,-1.0,-1.0,4.0,8.0,2.0,8.0,6.0,8.0,8.0,6.0,-1.0,-1.0,-1.0,-1.0,6.29169970703125,40.0
480.0,8.0,512.0,3072.0,2048.0,3072.0,3072.0,3072.0,3072.0,2048.0,-1.0,-1.0,-1.0,-1.0,4.0,8.0,2.0,8.0,6.0,8.0,8.0,6.0,-1.0,-1.0,-1.0,-1.0,6.01847900390625,40.0
480.0,8.0,512.0,3072.0,2048.0,3072.0,3072.0,3072.0,3072.0,2048.0,-1.0,-1.0,-1.0,-1.0,4.0,8.0,2.0,8.0,6.0,8.0,8.0,6.0,-1.0,-1.0,-1.0,-1.0,5.925744140625,40.0
480.0,8.0,1024.0,512.0,1024.0,2048.0,1024.0,3072.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,10.0,6.0,8.0,6.0,10.0,8.0,-1.0,-1.0,-1.0,-1.0,4.62841943359375,33.0
480.0,8.0,1024.0,512.0,1024.0,2048.0,1024.0,3072.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,10.0,6.0,8.0,6.0,10.0,8.0,-1.0,-1.0,-1.0,-1.0,4.59959814453125,39.0
480.0,8.0,1024.0,512.0,1024.0,2048.0,1024.0,3072.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,10.0,6.0,8.0,6.0,10.0,8.0,-1.0,-1.0,-1.0,-1.0,4.29513134765625,41.0
480.0,8.0,1024.0,512.0,1024.0,2048.0,1024.0,3072.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,10.0,6.0,8.0,6.0,10.0,8.0,-1.0,-1.0,-1.0,-1.0,4.5310546875,39.0
480.0,8.0,1024.0,512.0,1024.0,2048.0,1024.0,3072.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,10.0,6.0,8.0,6.0,10.0,8.0,-1.0,-1.0,-1.0,-1.0,4.4100947265625,39.0
540.0,10.0,3072.0,2048.0,512.0,512.0,512.0,2048.0,512.0,3072.0,3072.0,1024.0,-1.0,-1.0,2.0,6.0,10.0,2.0,4.0,12.0,12.0,6.0,4.0,6.0,-1.0,-1.0,7.06235205078125,32.0
540.0,10.0,3072.0,2048.0,512.0,512.0,512.0,2048.0,512.0,3072.0,3072.0,1024.0,-1.0,-1.0,2.0,6.0,10.0,2.0,4.0,12.0,12.0,6.0,4.0,6.0,-1.0,-1.0,6.99241552734375,40.0
540.0,10.0,3072.0,2048.0,512.0,512.0,512.0,2048.0,512.0,3072.0,3072.0,1024.0,-1.0,-1.0,2.0,6.0,10.0,2.0,4.0,12.0,12.0,6.0,4.0,6.0,-1.0,-1.0,6.033662109375,41.0
540.0,10.0,3072.0,2048.0,512.0,512.0,512.0,2048.0,512.0,3072.0,3072.0,1024.0,-1.0,-1.0,2.0,6.0,10.0,2.0,4.0,12.0,12.0,6.0,4.0,6.0,-1.0,-1.0,6.65889794921875,39.0
